Date,SP500
05/05/2017,2399.290039
08/05/2017,2399.379883
09/05/2017,2396.919922
10/05/2017,2399.629883
11/05/2017,2394.439941
12/05/2017,2390.899902
15/05/2017,2402.320068
16/05/2017,2400.669922
17/05/2017,2357.030029
18/05/2017,2365.719971
19/05/2017,2381.72998
22/05/2017,2394.02002
23/05/2017,2398.419922
24/05/2017,2404.389893
25/05/2017,2415.070068
26/05/2017,2415.820068
30/05/2017,2412.909912
31/05/2017,2411.800049
01/06/2017,2430.060059
02/06/2017,2439.070068
05/06/2017,2436.100098
06/06/2017,2429.330078
07/06/2017,2433.139893
08/06/2017,2433.790039
09/06/2017,2431.77002
12/06/2017,2429.389893
13/06/2017,2440.350098
14/06/2017,2437.919922
15/06/2017,2432.459961
16/06/2017,2433.149902
19/06/2017,2453.459961
20/06/2017,2437.030029
21/06/2017,2435.610107
22/06/2017,2434.5
23/06/2017,2438.300049
26/06/2017,2439.070068
27/06/2017,2419.379883
28/06/2017,2440.689941
29/06/2017,2419.699951
30/06/2017,2423.409912
03/07/2017,2429.01001
05/07/2017,2432.540039
06/07/2017,2409.75
07/07/2017,2425.179932
10/07/2017,2427.429932
11/07/2017,2425.530029
12/07/2017,2443.25
13/07/2017,2447.830078
14/07/2017,2459.27002
17/07/2017,2459.139893
18/07/2017,2460.610107
19/07/2017,2473.830078
20/07/2017,2473.449951
21/07/2017,2472.540039
24/07/2017,2469.909912
25/07/2017,2477.129883
26/07/2017,2477.830078
27/07/2017,2475.419922
28/07/2017,2472.100098
31/07/2017,2470.300049
01/08/2017,2476.350098
02/08/2017,2477.570068
03/08/2017,2472.159912
04/08/2017,2476.830078
07/08/2017,2480.909912
08/08/2017,2474.919922
09/08/2017,2474.02002
10/08/2017,2438.209961
11/08/2017,2441.320068
14/08/2017,2465.840088
15/08/2017,2464.610107
16/08/2017,2468.110107
17/08/2017,2430.01001
18/08/2017,2425.550049
21/08/2017,2428.370117
22/08/2017,2452.51001
23/08/2017,2444.040039
24/08/2017,2438.969971
25/08/2017,2443.050049
28/08/2017,2444.23999
29/08/2017,2446.300049
30/08/2017,2457.590088
31/08/2017,2471.649902
01/09/2017,2476.550049
05/09/2017,2457.850098
06/09/2017,2465.540039
07/09/2017,2465.100098
08/09/2017,2461.429932
11/09/2017,2488.110107
12/09/2017,2496.47998
13/09/2017,2498.370117
14/09/2017,2495.620117
15/09/2017,2500.22998
18/09/2017,2503.870117
19/09/2017,2506.649902
20/09/2017,2508.23999
21/09/2017,2500.600098
22/09/2017,2502.219971
25/09/2017,2496.659912
26/09/2017,2496.840088
27/09/2017,2507.040039
28/09/2017,2510.060059
29/09/2017,2519.360107
02/10/2017,2529.120117
03/10/2017,2534.580078
04/10/2017,2537.73999
05/10/2017,2552.070068
06/10/2017,2549.330078
09/10/2017,2544.72998
10/10/2017,2550.639893
11/10/2017,2555.23999
12/10/2017,2550.929932
13/10/2017,2553.169922
16/10/2017,2557.639893
17/10/2017,2559.360107
18/10/2017,2561.26001
19/10/2017,2562.100098
20/10/2017,2575.209961
23/10/2017,2564.97998
24/10/2017,2569.129883
25/10/2017,2557.149902
26/10/2017,2560.399902
27/10/2017,2581.070068
30/10/2017,2572.830078
31/10/2017,2575.26001
01/11/2017,2579.360107
02/11/2017,2579.850098
03/11/2017,2587.840088
06/11/2017,2591.129883
07/11/2017,2590.639893
08/11/2017,2594.379883
09/11/2017,2584.620117
10/11/2017,2582.300049
13/11/2017,2584.840088
14/11/2017,2578.870117
15/11/2017,2564.620117
16/11/2017,2585.639893
17/11/2017,2578.850098
20/11/2017,2582.139893
21/11/2017,2599.030029
22/11/2017,2597.080078
24/11/2017,2602.419922
27/11/2017,2601.419922
28/11/2017,2627.040039
29/11/2017,2626.070068
30/11/2017,2647.580078
01/12/2017,2642.219971
04/12/2017,2639.439941
05/12/2017,2629.570068
06/12/2017,2629.27002
07/12/2017,2636.97998
08/12/2017,2651.5
11/12/2017,2659.98999
12/12/2017,2664.110107
13/12/2017,2662.850098
14/12/2017,2652.01001
15/12/2017,2675.810059
18/12/2017,2690.159912
19/12/2017,2681.469971
20/12/2017,2679.25
21/12/2017,2684.570068
22/12/2017,2683.340088
26/12/2017,2680.5
27/12/2017,2682.620117
28/12/2017,2687.540039
29/12/2017,2673.610107
02/01/2018,2695.810059
03/01/2018,2713.060059
04/01/2018,2723.98999
05/01/2018,2743.149902
